case_id,match_status,query_key_used,matched_email_count,matched_email_ids,qualifying_outgoing_count,incoming_evidence_count,incoming_evidence_ids,review_status,manual_login_required_for_live_browser,strict_konu_boundary,timeout_seconds,resume_key,automatic_send_allowed,synthetic_only
KEPCASE000081,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000079,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000081,False,True
KEPCASE000082,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000080,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000082,False,True
KEPCASE000083,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000081,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000083,False,True
KEPCASE000084,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000082,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000084,False,True
KEPCASE000085,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000083,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000085,False,True
KEPCASE000086,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000084,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000086,False,True
KEPCASE000087,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000085,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000087,False,True
KEPCASE000088,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000086,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000088,False,True
KEPCASE000089,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000087,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000089,False,True
KEPCASE000090,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000088,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000090,False,True
KEPCASE000091,MATCH_SAYI,sayi,1,MAIL0000089,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000091,False,True
KEPCASE000092,EXCLUDED_ICRA,,0,,0,0,,NOT_REQUIRED,True,True,90,KEPCASE000092,False,True
KEPCASE000093,MATCH_SAYI,sayi,1,MAIL0000090,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000093,False,True
KEPCASE000094,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000091,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000094,False,True
KEPCASE000095,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000092,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000095,False,True
KEPCASE000096,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000093,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000096,False,True
KEPCASE000097,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000094,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000097,False,True
KEPCASE000098,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000095,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000098,False,True
KEPCASE000099,AMBIGUOUS_MULTIPLE,sorusturma_no,2,MAIL0000096|MAIL0000097,2,0,,PENDING,True,True,90,KEPCASE000099,False,True
KEPCASE000100,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000098,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000100,False,True
KEPCASE000101,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000099,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000101,False,True
KEPCASE000102,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000100,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000102,False,True
KEPCASE000103,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000101,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000103,False,True
KEPCASE000104,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000102,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000104,False,True
KEPCASE000105,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000103,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000105,False,True
KEPCASE000106,MATCH_SAYI,sayi,1,MAIL0000104,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000106,False,True
KEPCASE000107,NOT_FOUND,sayi,0,,0,0,,PENDING,True,True,90,KEPCASE000107,False,True
KEPCASE000108,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000105,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000108,False,True
KEPCASE000109,MATCH_SAYI,sayi,1,MAIL0000106,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000109,False,True
KEPCASE000110,MATCH_SAYI,sayi,1,MAIL0000107,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000110,False,True
KEPCASE000111,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000108,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000111,False,True
KEPCASE000112,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000109,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000112,False,True
KEPCASE000113,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000110,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000113,False,True
KEPCASE000114,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000111,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000114,False,True
KEPCASE000115,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000112,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000115,False,True
KEPCASE000116,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000113,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000116,False,True
KEPCASE000117,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000114,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000117,False,True
KEPCASE000118,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000115,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000118,False,True
KEPCASE000119,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000116,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000119,False,True
KEPCASE000120,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000117,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000120,False,True
KEPCASE000121,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000118,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000121,False,True
KEPCASE000122,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000119,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000122,False,True
KEPCASE000123,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000120,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000123,False,True
KEPCASE000124,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000121,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000124,False,True
KEPCASE000125,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000122,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000125,False,True
KEPCASE000126,MATCH_SAYI,sayi,1,MAIL0000123,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000126,False,True
KEPCASE000127,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000124,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000127,False,True
KEPCASE000128,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000125,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000128,False,True
KEPCASE000129,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000126,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000129,False,True
KEPCASE000130,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000127,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000130,False,True
KEPCASE000131,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000128,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000131,False,True
KEPCASE000132,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000129,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000132,False,True
KEPCASE000133,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000130,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000133,False,True
KEPCASE000134,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000131,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000134,False,True
KEPCASE000135,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000132,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000135,False,True
KEPCASE000136,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000133,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000136,False,True
KEPCASE000137,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000134,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000137,False,True
KEPCASE000138,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000135,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000138,False,True
KEPCASE000139,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000136,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000139,False,True
KEPCASE000140,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000137,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000140,False,True
KEPCASE000141,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000138,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000141,False,True
KEPCASE000142,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000139,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000142,False,True
KEPCASE000143,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000140,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000143,False,True
KEPCASE000144,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000141,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000144,False,True
KEPCASE000145,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000142,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000145,False,True
KEPCASE000146,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000143,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000146,False,True
KEPCASE000147,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000144,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000147,False,True
KEPCASE000148,EXCLUDED_ICRA,,0,,0,0,,NOT_REQUIRED,True,True,90,KEPCASE000148,False,True
KEPCASE000149,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000145,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000149,False,True
KEPCASE000150,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000146,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000150,False,True
KEPCASE000151,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000147,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000151,False,True
KEPCASE000152,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000148,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000152,False,True
KEPCASE000153,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000149,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000153,False,True
KEPCASE000154,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000150,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000154,False,True
KEPCASE000155,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000151,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000155,False,True
KEPCASE000156,MATCH_SAYI,sayi,1,MAIL0000152,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000156,False,True
KEPCASE000157,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000153,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000157,False,True
KEPCASE000158,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000154,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000158,False,True
KEPCASE000159,NOT_FOUND,sayi,0,,0,0,,PENDING,True,True,90,KEPCASE000159,False,True
KEPCASE000160,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000156,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000160,False,True
KEPCASE000161,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000157,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000161,False,True
KEPCASE000162,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000158,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000162,False,True
KEPCASE000163,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000159,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000163,False,True
KEPCASE000164,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000160,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000164,False,True
KEPCASE000165,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000161,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000165,False,True
KEPCASE000166,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000162,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000166,False,True
KEPCASE000167,EXCLUDED_ICRA,,0,,0,0,,NOT_REQUIRED,True,True,90,KEPCASE000167,False,True
KEPCASE000168,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000163,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000168,False,True
KEPCASE000169,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000164,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000169,False,True
KEPCASE000170,EXCLUDED_ICRA,,0,,0,0,,NOT_REQUIRED,True,True,90,KEPCASE000170,False,True
KEPCASE000171,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000165,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000171,False,True
KEPCASE000172,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000166,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000172,False,True
KEPCASE000173,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000167,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000173,False,True
KEPCASE000174,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000168,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000174,False,True
KEPCASE000175,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000169,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000175,False,True
KEPCASE000176,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000170,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000176,False,True
KEPCASE000177,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000171,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000177,False,True
KEPCASE000178,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000172,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000178,False,True
KEPCASE000179,MATCH_SAYI,sayi,1,MAIL0000173,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000179,False,True
KEPCASE000180,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000174,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000180,False,True
KEPCASE000181,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000175,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000181,False,True
KEPCASE000182,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000176,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000182,False,True
KEPCASE000183,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000177,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000183,False,True
KEPCASE000184,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0000178,1,0,,NOT_REQUIRED,True,True,90,KEPCASE000184,False,True
